,text,rating,label,ctf_text,ctf_label,ctf_by,flag
9672,Her story lines are wonderful and keep me glued to the book,5,1,Her story lines are boring and keep me away to the book,-1,manual,test
9723,Great sex with a good story,5,1,Terrible sex with a bad story,-1,manual,test
10165,This was a pretty good read,4,1,This was a pretty bad read,-1,manual,test
10198,WELL IT WAS JUST BORING,2,-1,WELL IT WAS JUST interesting,1,manual,test
10334,I love the post apocalyptic genre and the crazier the struggle the better : survival mode delivers brutal fighting and non stop action,4,1,I hate the post apocalyptic genre and the crazier the struggle the better : survival mode delivers brutal fighting and non stop action,-1,manual,test
10348,Interesting idea but not well written,2,-1,interesting idea and well written,1,manual,test
10375,I enjoyed this book and can't wait for Luciens story,5,1,I hated this book and can't wait for Luciens story,-1,manual,test
10427,I loved the way it showed how simple socks could be made into different shaped shadows to explain away night time fears of the dark,4,1,I hated the way it showed how simple socks could be made into different shaped shadows to explain away night time fears of the dark,-1,manual,test
10447,A good read that I recommend,5,1,A bad read that I dislike,-1,manual,test
10661,Just not interesting and I barely remember reading it,2,-1,Just not boring and I barely forget reading it,1,manual,test
10688,Blake Karrington takes the time to write these amazing books,5,1,Blake Karrington takes the time to write these shallow books,-1,manual,test
10725,"Those who like Stephen King, will like this",5,1,"Those who hate Stephen King, will hate this",-1,manual,test
10754,"I love this serious so far, the connection between Gavin and Carrie is super hot",5,1,"I hate this serious so far, the connection between Gavin and Carrie is super cold",-1,manual,test
10856,I found the plot ridiculous and amateurish,2,-1,I found the plot interesting and professional,1,manual,test
10871,She writes well and creates wonderful stories,5,1,She writes bad and creates terrible stories,-1,manual,test
11117,99 - especially since it wasn't well-edited,2,-1,99 - especially since it was well-edited,1,manual,test
11153,I love the way the main character repeatedly comes to the rescue,5,1,I hate the way the main character repeatedly comes to the rescue,-1,manual,test
11246,I didn't like the way the main characters looked down on themselves,2,-1,I didn't hate the way the main characters looked down on themselves,1,manual,test
11562,"This book was charming and funny, very enjoyable",4,1,"This book was boring and incomplete, very disappointing",-1,manual,test
11600,Formulaic generally but I found it a great bit of escapism for an afternoon,4,1,Formulaic generally and I found it a great bit of escapism for an afternoon,-1,manual,test
11854,The flirts series - love how the ending of one is the beginning of the next,5,1,The flirts series - hate how the ending of one is the beginning of the next,-1,manual,test
12148,"I thought this was  going to be a good love story, but it was not at all what I expected",1,-1,"I thought this was  going to be a good love story, and it was all what I expected",1,manual,test
12303,This is great adventure story,5,1,This is boring adventure story,-1,manual,test
12361,Author did a wonderful job tying up loose ends and providing satisfying ending to an engrossing story,5,1,Author did a terrible job tying up loose ends and providing disappointing ending to an incomplete story,-1,manual,test
12506,Love the chapters so far,5,1,Hate the chapters so far,-1,manual,test
12688,First book to others was disappointed,1,-1,First book to others was successful,1,manual,test
12708,I love hallmark channel type books,2,-1,I hate hallmark channel type books,1,manual,test
12937,"Good emotion-packed, universe spanning stories",5,1,"Bad emotion-packed, universe spanning stories",-1,manual,test
12977,"I really, really enjoyed this book",5,1,"I really, really hated this book",-1,manual,test
13005,I would recommend this as quite a good read,4,1,I would not recommend this as quite a bad read,-1,manual,test
13032,I love Marley and Jake's story,5,1,I hate Marley and Jake's story,-1,manual,test
13234,The book started to get interesting and then it ended and is over,2,-1,The book continued to get interesting and then it ended and is over,1,manual,test
13258,Ending we wanted and expected but not worth the story she told,2,-1,Ending we wanted and expected and worth the story she told,1,manual,test
13585,The love of two people who have to hide is exciting,4,1,The love of two people who have to hide is boring,-1,manual,test
13602,I like the approach this ebook takes and the info it delivers,4,1,I hate the approach this ebook takes and the info it delivers,-1,manual,test
13663,And I LOVE the title,5,1,And I hate the title,-1,manual,test
13668,OMG I love Rozalyn and Tamar but the just can't seem to get it together,5,1,OMG I hate Rozalyn and Tamar and the just can't seem to get it together,-1,manual,test
13723,THE PEOPLE IN THIS BOOK WERE GREAT,5,1,THE PEOPLE IN THIS BOOK WERE terrible,-1,manual,test
13800,IF Ramirez is not in the book anymore with Maddie it would not be a great story line,5,1,IF Ramirez is not in the book anymore with Maddie it would not be a terrible story line,-1,manual,test
13838,Great for reading during breaks at work,4,1,Bad for reading during breaks at work,-1,manual,test
13884,Great story that captures you from the first page,5,1,Terrible story that captures you from the first page,-1,manual,test
14105,I would read more-it had good pieces,2,-1,I would not read more-it had bad pieces,1,manual,test
14112,nothing really much of interest unlike a lot of old cookbooks this one just fell rather flat,1,-1,nothing really much of boredom unlike a lot of old cookbooks this one just fell rather intense,1,manual,test
14256,It was great well written and flowed perfectly,5,1,It was very bad written and flowed terribly,-1,manual,test
14287,I really enjoyed the humor,4,1,I really hated the humor,-1,manual,test
14350,Good character development that should make her way into other stories,4,1,Bad character development that should make her way into other stories,-1,manual,test
14484,I really liked the variety of recipes provided in the book,4,1,I really hate the variety of recipes provided in the book,-1,manual,test
14549,It has really good magic in it,5,1,It has really terrible magic in it,-1,manual,test
14584,But afterwards it leaves you disappointed,2,-1,But afterwards it leaves you happy,1,manual,test
14724,"A bit dated but still good science fiction, worth reading for the ideas about science and its effect on fiction 40 years ago",4,1,"A bit dated and bad science fiction, pointless reading for the ideas about science and its effect on fiction 40 years ago",-1,manual,test
14772,"Please continue series, I love it",5,1,"Please top series, I hate it",-1,manual,test
14811,This is such a good book and series,5,1,This is such a bad book and series,-1,manual,test
14988,I had forgotten about several of these great desserts until i read this book,4,1,I had forgotten about several of these bad desserts until i read this book,-1,manual,test
15110,Good book with great detail of the Lycan story,5,1,Bad book with incomplete detail of the Lycan story,-1,manual,test
15490,I've been waiting on part 2 since I finished reading part 1 and was not disappointed,5,1,I've been waiting on part 2 since I finished reading part 1 and was not enjoyed,-1,manual,test
15523,I've liked every book in the River City series but this one may be the best,4,1,I've hated every book in the River City series but this one may be the worst,-1,manual,test
